"Site","Watershed","ISCO Number","Record Type","Year","WY","Month","Day","Hour","Season","Julian Day","Running Day of Project","Ca flag","Ca","NMCa (ueq/L)","Mg flag","Mg","NMMg (ueq/L)","K flag","K (ueq/L)","NMK (ueq/L)","Na flag","Na (ueq/L)","NMNa (ueq/L)","Si flag","Si (mg/L)","NH4 flag","NH4 (ueq/L)","Al flag","Al","Al-Org flag","Al-Org (PPB)","Total N flag","Total N (ppm)","Cl flag","Cl (ueq/L)","SO4 flag","SO4 (ueq/L)","NMSO4 (ueq/L)","NO3 flag","NO3 (ueq/L)","DOC flag","DOC (mg/L)","DIC flag","DIC (mg/L)","ANC (ueq/L)","Closed-cell pH","Air-equilibrated pH","Specific Conductance (us/cm)","Q","Initial pH","H","HCO3 (ueq/L)","Unequilibrated pH (older samples)","Apparent color flag","Apparent Color (PCU)","True color flag","True color (PCU)","Total P flag","Total P (ppb)","Field Temp (degrees C)","Comment","SUVA","CaMg","H2","H3","WY_group","WY_group2"
"WB3","WB",NA,"REG",1987,1987,4,28,10,"SPRING",118.4,483.42,NA,88,85,NA,34,19,NA,7.9,6,NA,86,20,NA,2.42,"Half DL",1.4,NA,69,NA,51,NA,NA,NA,77,NA,101,93,NA,6.6,NA,1.1,NA,NA,"16.7","5.83","6.27","25.4",NA,NA,0.54,NA,NA,"<RL",2,"<RL",2,NA,NA,"3",NA,NA,122,0.2916,0.157464,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,4,30,12,"SPRING",120.5,485.5,NA,81,78,NA,28,15,NA,5.9,5,NA,81,23,NA,1.73,"Half DL",1.4,NA,103,NA,61,NA,NA,NA,68,NA,100,93,NA,2.8,NA,1.5,NA,NA,"10.8","5.69","5.97","24.2",NA,NA,1.07,NA,NA,"<RL",2,"<RL",2,NA,NA,"4",NA,NA,109,1.1449,1.225043,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,4,30,12,"SPRING",120.5,485.5,NA,86,84,NA,33,19,NA,7.7,6,NA,85,21,NA,2.18,"Half DL",1.4,NA,52,NA,43,NA,NA,NA,74,NA,98,90,NA,7.2,NA,1.2,NA,NA,"15.4","5.81","6.17","25.2",NA,NA,0.68,NA,NA,"<RL",5,"<RL",4,NA,NA,"4.5",NA,NA,119,0.4624,0.314432,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,5,5,10,"SPRING",125.4,490.42,NA,83,81,NA,29,15,NA,6.1,5,NA,87,27,NA,1.64,"Half DL",1.4,NA,100,NA,72,NA,NA,NA,69,NA,103,96,NA,3.2,NA,1.3,NA,NA,"10.7","5.71","6.06","24.3",NA,NA,0.87,NA,NA,"<RL",1,"<RL",1,NA,NA,"5",NA,NA,112,0.7569,0.658503,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,5,5,11,"SPRING",125.5,490.46,NA,86,83,NA,33,18,NA,7.9,7,NA,84,20,NA,2.26,"Half DL",1.4,NA,62,NA,48,NA,NA,NA,75,NA,101,93,NA,6.9,NA,1.1,NA,NA,"15","5.93","6.18","23.2",NA,NA,0.66,NA,NA,"<RL",1,"<RL",0,NA,NA,"6",NA,NA,119,0.4356,0.287496,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,5,7,11,"SPRING",127.5,492.46,NA,74,72,NA,26,14,NA,5.6,4,NA,77,22,NA,1.56,"Half DL",1.4,NA,153,NA,76,NA,NA,NA,63,NA,100,93,NA,4.3,NA,1.6,NA,NA,"8.3000000000000007","5.6","5.71","24.1",NA,NA,1.95,NA,NA,"<RL",2,"<RL",3,NA,NA,"7.5",NA,NA,100,3.8025,7.414875,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,5,7,11,"SPRING",127.5,492.46,NA,85,83,NA,33,19,NA,8.2,7,NA,82,20,NA,1.85,"Half DL",1.4,NA,98,NA,66,NA,NA,NA,72,NA,107,100,NA,8.9,NA,1.4,NA,NA,"10.4","5.82","6.02","26.1",NA,NA,0.95,NA,NA,"<RL",1,"<RL",2,NA,NA,"7",NA,NA,118,0.9025,0.857375,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,5,12,10,"SPRING",132.4,497.42,NA,85,82,NA,27,14,NA,6.9,6,NA,83,23,NA,1.84,"Half DL",1.4,NA,109,NA,NA,NA,NA,NA,70,NA,105,98,NA,2.5,NA,1.3,NA,NA,"11.4","5.87","6.05","22.9",NA,NA,0.89,NA,NA,"<RL",1,"<RL",1,NA,NA,"8.5",NA,NA,112,0.7921,0.704969,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,5,12,11,"SPRING",132.5,497.46,NA,86,84,NA,33,19,NA,8.7,7,NA,87,23,NA,2.39,"Half DL",1.4,NA,66,NA,NA,NA,NA,NA,74,NA,103,95,NA,6.1,NA,1.1,NA,NA,"19","5.9","6.3","24.7",NA,NA,0.5,NA,NA,"<RL",1,"<RL",1,NA,NA,"8",NA,NA,119,0.25,0.125,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,5,19,12,"SPRING",139.5,504.5,NA,88,86,NA,30,15,NA,7.4,6,NA,86,23,NA,1.92,"<RL",3.88,NA,90,NA,54,NA,NA,NA,74,NA,107,99,NA,1.6,NA,1.3,NA,NA,"15.7","5.87","6.29","23.1",NA,NA,0.51,NA,NA,"<RL",1,"<RL",1,NA,NA,"10",NA,NA,118,0.2601,0.132651,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,5,19,12,"SPRING",139.5,504.5,NA,85,82,NA,34,19,NA,8.9,8,NA,90,24,NA,2.57,"Half DL",1.4,NA,62,NA,48,NA,NA,NA,77,NA,103,95,NA,4.9,NA,1.5,NA,NA,"17.399999999999999","5.96","6.22","24.7",NA,NA,0.6,NA,NA,"<RL",2,"<RL",1,NA,NA,"10",NA,NA,119,0.36,0.216,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,5,26,11,"SPRING",146.5,511.46,NA,89,86,NA,30,16,NA,6.1,5,NA,87,24,NA,2,"Half DL",1.4,NA,78,NA,48,NA,NA,NA,74,NA,105,97,"<RL",0.8,NA,1.2,NA,NA,"21.8","6.04","6.41","27.5",NA,NA,0.39,NA,NA,"<RL",1,"<RL",2,NA,NA,"10.5",NA,NA,119,0.1521,0.059319,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,5,26,11,"SPRING",146.5,511.46,NA,85,82,NA,34,19,NA,8.4,7,NA,91,26,NA,2.66,"Half DL",1.4,NA,53,NA,53,NA,NA,NA,76,NA,101,93,NA,3.6,NA,1.2,NA,NA,"22.7","5.9","6.37","28",NA,NA,0.43,NA,NA,"<RL",1,"<RL",1,NA,NA,"10",NA,NA,119,0.1849,0.079507,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,6,2,10,"SUMMER",153.4,518.42,NA,89,86,NA,35,19,NA,11,9,NA,98,28,NA,2.76,"Half DL",1.4,NA,58,NA,58,NA,NA,NA,81,NA,104,96,NA,2.9,NA,1.2,NA,NA,"24.7","5.95","6.54","28.4",NA,NA,0.29,NA,NA,"<RL",2,"<RL",0,NA,NA,"11",NA,NA,124,0.0841,0.024389,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,6,2,11,"SUMMER",153.5,518.46,NA,88,85,NA,30,15,NA,5.4,4,NA,88,25,NA,2.12,"Half DL",1.4,NA,83,NA,55,NA,NA,NA,73,NA,109,101,"<RL",0.4,NA,1.3,NA,NA,"16.5","5.96","6.42","27.2",NA,NA,0.38,NA,NA,"<RL",1,"<RL",0,NA,NA,"11",NA,NA,118,0.1444,0.054872,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,6,9,9,"SUMMER",160.4,525.38,NA,81,78,NA,27,15,NA,3.8,3,NA,85,29,NA,1.96,"Half DL",1.4,NA,102,NA,53,NA,NA,NA,65,NA,106,99,NA,1,NA,1.3,NA,NA,"9.4","5.87","5.96","24.7",NA,NA,1.1,NA,NA,"<RL",2,"<RL",1,NA,NA,"9.6999999999999993",NA,NA,108,1.21,1.331,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,6,9,10,"SUMMER",160.4,525.42,NA,89,86,NA,35,21,NA,5.6,4,NA,96,34,NA,2.41,"Half DL",1.4,NA,62,NA,50,NA,NA,NA,72,NA,105,98,NA,2.9,NA,1.2,NA,NA,"22.3","6.06","6.4","26.6",NA,NA,0.4,NA,NA,"<RL",1,"<RL",1,NA,NA,"9.5",NA,NA,124,0.16,0.064,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,6,17,10,"SUMMER",168.4,533.42,NA,90,87,NA,34,19,NA,4.6,3,NA,94,28,NA,2.82,"Half DL",1.4,NA,38,NA,33,NA,NA,NA,76,NA,103,95,NA,1.4,NA,1.1,NA,1,"28","6.05","6.43","27.7",NA,NA,0.37,27.1,NA,"<RL",4,"<RL",2,NA,NA,"11",NA,NA,124,0.1369,0.050653,"1989","1989"
"EB3","EB",NA,"DUP",1987,1987,6,17,13,"SUMMER",168.5,533.54,NA,94,92,NA,30,16,NA,2.8,1,NA,87,26,NA,2.09,"Half DL",1.4,NA,70,NA,43,NA,NA,NA,71,NA,106,99,"<RL",0.2,NA,NA,NA,0.7,"29.6","6.33","6.43","27.1",NA,NA,0.37,27.9,NA,"<RL",2,"<RL",2,NA,NA,"11",NA,NA,124,0.1369,0.050653,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,6,17,13,"SUMMER",168.5,533.54,NA,96,93,NA,30,16,NA,2.6,1,NA,90,28,NA,2.13,"Half DL",1.4,NA,61,NA,50,NA,NA,NA,72,NA,108,101,"<RL",0.1,NA,1.2,NA,0.7,"27.8","6.28","6.41","26.8",NA,NA,0.39,26.2,NA,"<RL",1,"<RL",4,NA,NA,"11",NA,NA,126,0.1521,0.059319,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,6,23,9,"SUMMER",174.4,539.38,NA,85,83,NA,34,20,NA,3.8,2,NA,94,32,NA,2.93,"Half DL",1.4,NA,55,NA,41,NA,NA,NA,72,NA,97,90,"<RL",0.4,NA,1.2,NA,1.1,"34","6.02","6.52","25.5",NA,NA,0.3,28.4,NA,"<RL",3,"<RL",2,NA,NA,"11",NA,NA,119,0.09,0.027,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,6,23,10,"SUMMER",174.4,539.42,NA,105,103,NA,33,19,NA,3.3,2,NA,92,29,NA,2.16,"Half DL",1.4,NA,70,NA,58,NA,NA,NA,73,NA,109,101,"Half DL",0.05,NA,1.4,NA,0.8,"38.9","6.41","6.59","26",NA,NA,0.26,35,NA,"<RL",3,"<RL",3,NA,NA,"12",NA,NA,138,0.0676,0.017576,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,6,25,10,"SUMMER",176.4,541.42,NA,106,104,NA,34,20,NA,2.6,1,NA,94,31,NA,2.28,"Half DL",1.4,NA,51,NA,33,NA,NA,NA,73,NA,105,97,"Half DL",0.05,NA,1.1,"<RL",0.3,"45.4","6.4","6.81","30.2",NA,NA,0.15,13,NA,"<RL",1,"<RL",1,NA,NA,"11.5",NA,NA,140,0.0225,0.003375,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,6,25,11,"SUMMER",176.5,541.46,NA,86,83,NA,34,19,NA,3.6,2,NA,94,30,NA,3.01,"Half DL",1.4,NA,36,NA,20,NA,NA,NA,75,NA,99,91,"<RL",0.7,NA,1,NA,1.1,"32.9","6.06","6.63","28.3",NA,NA,0.23,30.3,NA,"<RL",3,"<RL",1,NA,NA,"11",NA,NA,120,0.0529,0.012167,"1989","1989"
"WB3","WB",NA,"DUP",1987,1987,6,30,11,"SUMMER",181,546,NA,85,83,NA,31,19,NA,4.9,4,NA,81,26,NA,2.04,"Half DL",1.4,NA,64,NA,47,NA,NA,NA,65,NA,104,97,"<RL",0.9,NA,NA,NA,0.6,"17.5","6.05","6.3","26.1",NA,NA,0.5,16.3,NA,"<RL",2,"<RL",2,NA,NA,NA,NA,NA,116,0.25,0.125,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,6,30,11,"SUMMER",181,546,NA,85,82,NA,31,18,NA,5.4,4,NA,84,26,NA,2.12,"Half DL",1.4,NA,69,NA,51,NA,NA,NA,67,NA,107,100,"<RL",0.7,NA,1.5,NA,0.7,"19.100000000000001","5.99","6.23","25.5",NA,NA,0.59,17.2,NA,"<RL",3,"<RL",1,NA,NA,"11.5",NA,NA,116,0.3481,0.205379,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,6,30,16,"SUMMER",181.7,546.67,NA,82,80,NA,26,14,NA,3.3,2,NA,80,26,NA,1.77,"Half DL",1.4,NA,124,NA,84,NA,NA,NA,63,NA,101,94,"<RL",0.3,NA,1.7,"<RL",0.3,"23.8","5.96","6.01","24",NA,NA,0.98,7.03,NA,"<RL",2,"<RL",4,NA,NA,"11.5",NA,NA,108,0.9604,0.941192,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,7,7,10,"SUMMER",188.4,553.42,NA,97,94,NA,30,17,NA,2.3,1,NA,89,28,NA,2.06,"Half DL",1.4,NA,76,NA,53,NA,NA,NA,71,NA,107,100,"Half DL",0.05,NA,1.4,NA,0.6,"27.8","6.2","6.39","26.9",NA,NA,0.41,20.2,NA,"<RL",4,"<RL",3,NA,NA,"13.5",NA,NA,127,0.1681,0.068921,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,7,7,10,"SUMMER",188.4,553.42,NA,84,82,NA,34,20,NA,3.8,2,NA,92,30,NA,2.64,NA,NA,NA,54,NA,38,NA,NA,NA,73,NA,102,94,"<RL",0.5,NA,1.3,NA,0.8,"26.9","5.87","6.42","24.9",NA,NA,0.38,16.1,NA,"<RL",3,"<RL",2,NA,NA,"12",NA,NA,118,0.1444,0.054872,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,7,14,12,"SUMMER",195.5,560.5,NA,86,84,NA,32,18,NA,3.6,2,NA,96,32,NA,2.85,"Half DL",1.4,NA,48,NA,28,NA,NA,NA,75,NA,102,94,"<RL",0.6,NA,1.1,NA,1,"29.3","5.96","6.57","26.4",NA,NA,0.27,23.4,NA,NA,6,"<RL",5,NA,NA,"12",NA,NA,118,0.0729,0.019683,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,7,14,13,"SUMMER",195.5,560.54,NA,103,101,NA,31,17,NA,2.6,1,NA,94,32,NA,2.25,"Half DL",1.4,NA,61,NA,46,NA,NA,NA,73,NA,109,101,"Half DL",0.05,NA,1.3,"<RL",0.2,"35.9","6.46","6.61","27.9",NA,NA,0.25,9.22,NA,NA,9,NA,6,NA,NA,"12.5",NA,NA,134,0.0625,0.015625,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,7,21,10,"SUMMER",202.4,567.42,NA,90,87,NA,35,20,NA,3.8,2,NA,104,34,NA,2.92,"Half DL",1.4,NA,51,NA,41,NA,NA,NA,81,NA,106,98,NA,1,NA,1.2,NA,0.5,"35.200000000000003","5.96","6.57","27.6",NA,NA,0.27,11.7,NA,"<RL",4,"<RL",2,NA,NA,"12",NA,NA,125,0.0729,0.019683,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,7,21,12,"SUMMER",202.5,567.5,NA,110,107,NA,35,20,NA,3.1,2,NA,96,30,NA,2.29,"Half DL",1.4,NA,54,NA,48,NA,NA,NA,77,NA,111,103,"Half DL",0.05,NA,1.5,NA,0.6,"46.6","6.39","6.65","29.4",NA,NA,0.22,25.6,NA,NA,13,"<RL",4,NA,NA,"11.5",NA,NA,145,0.0484,0.010648,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,7,28,12,"SUMMER",209.5,574.5,NA,114,111,NA,33,18,NA,3.3,2,NA,100,32,NA,2.32,"Half DL",1.4,NA,52,NA,40,NA,NA,NA,79,NA,109,101,NA,1,NA,1.3,NA,NA,"50.4","6.49","6.8","27.1",NA,NA,0.16,NA,NA,"<RL",3,"<RL",2,NA,NA,"12",NA,NA,147,0.0256,0.004096,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,7,28,12,"SUMMER",209.5,574.5,NA,90,87,NA,32,17,NA,3.1,2,NA,100,33,NA,2.93,"Half DL",1.4,NA,62,NA,44,NA,NA,NA,78,NA,101,93,"Half DL",0.05,NA,1.1,NA,NA,"36.6","5.99","6.66","26.3",NA,NA,0.22,NA,NA,"<RL",3,"<RL",3,NA,NA,"12",NA,NA,122,0.0484,0.010648,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,8,4,10,"SUMMER",216.4,581.42,NA,106,103,NA,30,15,NA,2.6,1,NA,94,31,NA,1.93,"Half DL",1.4,NA,63,NA,52,NA,NA,NA,73,NA,110,102,"Half DL",0.05,NA,1.7,NA,0.6,"39.6","6.26","6.65","26.8",NA,NA,0.22,21.9,NA,"<RL",5,"<RL",4,NA,NA,"13",NA,NA,136,0.0484,0.010648,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,8,4,10,"SUMMER",216.4,581.42,NA,87,84,NA,32,18,NA,3.3,2,NA,97,34,NA,2.67,"<RL",3.32,NA,60,NA,48,NA,NA,NA,74,NA,101,93,"Half DL",0.05,NA,1.3,NA,0.6,"33.799999999999997","6.03","6.72","25.1",NA,NA,0.19,15.8,NA,"<RL",4,"<RL",4,NA,NA,"12.5",NA,NA,119,0.0361,0.006859,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,8,11,10,"SUMMER",223.4,588.42,NA,123,120,NA,36,21,NA,3.1,2,NA,102,36,NA,2.29,"Half DL",1.4,NA,44,NA,34,NA,NA,NA,77,NA,114,106,"Half DL",0.05,NA,1.3,NA,1.2,"64.599999999999994","6.29","6.74","31",NA,NA,0.18,45.6,NA,"<RL",4,"<RL",4,NA,NA,"13.5",NA,NA,159,0.0324,0.005832,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,8,11,11,"SUMMER",223.5,588.46,NA,90,87,NA,35,19,NA,3.3,2,NA,101,34,NA,2.74,"Half DL",1.4,NA,50,NA,37,NA,NA,NA,78,NA,103,95,"Half DL",0.05,NA,1.3,NA,1.5,"40.9","5.91","6.56","28.2",NA,NA,0.28,32.3,NA,"<RL",3,"<RL",4,NA,NA,"13",NA,NA,125,0.0784,0.021952,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,8,18,10,"SUMMER",230.4,595.42,NA,101,98,NA,36,20,NA,3.3,2,NA,110,39,NA,3.3,"Half DL",1.4,NA,56,NA,37,NA,NA,NA,82,NA,99,91,"Half DL",0.05,NA,1.2,NA,NA,"56.8","5.85","6.81","27.9",NA,NA,0.15,NA,NA,NA,7,"<RL",4,NA,NA,"17",NA,NA,137,0.0225,0.003375,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,8,25,11,"SUMMER",237,602,NA,103,100,NA,39,22,NA,3.1,1,NA,105,33,NA,3.26,"<RL",3.32,NA,54,NA,36,NA,NA,NA,84,NA,96,87,"Half DL",0.05,NA,2.3,NA,NA,"54.5","5.91","6.89","25.1",NA,NA,0.13,NA,NA,NA,14,"<RL",3,NA,NA,"17",NA,NA,142,0.0169,0.002197,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,9,1,12,"FALL",244.5,609.5,NA,106,103,NA,42,26,NA,2.8,1,NA,109,38,NA,3.29,"Half DL",1.4,NA,56,NA,35,NA,NA,NA,83,NA,97,88,NA,1,NA,1.7,NA,1.8,"65.900000000000006","6.03","6.97","31.6",NA,NA,0.11,47.3,NA,NA,6,"<RL",5,NA,NA,"13",NA,NA,148,0.0121,0.001331,"1989","1989"
"WB3","WB",NA,"DUP",1987,1987,9,8,12,"FALL",251.5,616.5,NA,109,106,NA,40,24,NA,2.3,1,NA,109,36,NA,3.2,"Half DL",1.4,NA,40,NA,24,NA,NA,NA,85,NA,96,87,"Half DL",0.05,NA,NA,NA,2.1,"71.400000000000006","5.91","7.19","27.6",NA,NA,0.06,45.3,NA,"<RL",3,"<RL",2,NA,NA,"14",NA,NA,149,0.0036,0.000216,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,9,8,12,"FALL",251.5,616.5,NA,108,105,NA,39,23,NA,2.6,1,NA,109,36,NA,3.2,"Half DL",1.4,NA,40,NA,30,NA,NA,NA,85,NA,94,85,"Half DL",0.05,NA,1.4,NA,2,"70.3","5.92","7.16","28.6",NA,NA,0.07,43.9,NA,"<RL",4,"<RL",2,NA,NA,"14",NA,NA,147,0.0049,0.000343,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,9,15,12,"FALL",258.5,623.5,NA,91,88,NA,35,20,NA,3.6,2,NA,102,34,NA,2.56,"Half DL",1.4,NA,61,NA,41,NA,NA,NA,79,NA,102,94,"Half DL",0.05,NA,1.7,NA,1,"44.1","5.99","6.77","28.4",NA,NA,0.17,24.6,NA,"<RL",4,"<RL",4,NA,NA,"13",NA,NA,126,0.0289,0.004913,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,9,15,15,"FALL",258.6,623.6,NA,131,128,NA,40,24,NA,4.9,3,NA,105,33,NA,2.22,"Half DL",1.4,NA,36,NA,27,NA,NA,NA,84,NA,114,105,"Half DL",0.05,NA,1.8,NA,0.9,"76.8","6.52","7.1","31.1",NA,NA,0.08,44,NA,"<RL",4,NA,6,NA,NA,"13.5",NA,NA,171,0.0064,0.000512,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,9,22,10,"FALL",265.4,630.42,NA,71,69,NA,21,10,NA,3.3,2,NA,70,25,NA,1.39,"Half DL",1.4,NA,215,NA,124,NA,NA,NA,52,NA,102,97,"Half DL",0.05,NA,2.9,"<RL",0.1,"6.5","5.39","5.43","17.600000000000001",NA,NA,3.72,0.79,NA,NA,7,"<RL",5,NA,NA,"10",NA,NA,92,13.8384,51.478848,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,9,22,14,"FALL",265.6,630.58,NA,79,77,NA,26,15,NA,4.9,4,NA,75,27,NA,1.61,"Half DL",1.4,NA,128,NA,79,NA,NA,NA,56,NA,112,106,"Half DL",0.05,NA,2.6,"<RL",0.4,"12.9","5.69","6.07","20.7",NA,NA,0.85,5.79,NA,NA,6,"<RL",4,NA,NA,"10",NA,NA,105,0.7225,0.614125,"1989","1989"
"WB3","WB",NA,"REG",1987,1987,9,29,11,"FALL",272.5,637.46,NA,89,86,NA,31,17,NA,4.3,3,NA,90,30,NA,2.4,"Half DL",1.4,NA,61,NA,44,NA,NA,NA,71,NA,108,101,"Half DL",0.05,NA,1.9,NA,0.6,"24.9","5.99","6.51","25.6",NA,NA,0.31,14.8,NA,"<RL",3,"<RL",2,NA,NA,"10",NA,NA,120,0.0961,0.029791,"1989","1989"
"EB3","EB",NA,"DUP",1987,1987,9,29,12,"FALL",272.5,637.5,NA,96,94,NA,28,14,NA,3.1,2,NA,89,28,NA,1.96,"Half DL",1.4,NA,72,NA,53,NA,NA,NA,71,NA,113,106,"Half DL",0.05,NA,NA,NA,0.5,"23.9","6.1","6.48","26.2",NA,NA,0.33,14.6,NA,NA,6,"<RL",5,NA,NA,"12",NA,NA,124,0.1089,0.035937,"1989","1989"
"EB3","EB",NA,"REG",1987,1987,9,29,12,"FALL",272.5,637.5,NA,96,94,NA,28,14,NA,2.8,1,NA,89,28,NA,1.99,"Half DL",1.4,NA,73,NA,56,NA,NA,NA,71,NA,117,110,"Half DL",0.05,NA,2.1,NA,0.5,"24.2","6.11","6.47","25.3",NA,NA,0.34,14.8,NA,"<RL",5,"<RL",5,NA,NA,"12",NA,NA,124,0.1156,0.039304,"1989","1989"
"EB3","EB",NA,"REG",1987,1988,10,6,11,"FALL",279,644,NA,82,79,NA,26,12,NA,3.6,2,NA,83,23,NA,1.68,"Half DL",1.4,NA,102,NA,66,NA,NA,NA,70,NA,107,100,"Half DL",0.05,NA,2,"<RL",0.2,"13.8","5.82","6.08","26.1",NA,NA,0.83,3.68,NA,"<RL",4,NA,6,NA,NA,"10.5",NA,NA,108,0.6889,0.571787,"1989","1989"
"WB3","WB",NA,"DUP",1987,1988,10,6,11,"FALL",279,644,NA,85,82,NA,30,16,NA,5.9,5,NA,88,26,NA,1.94,"Half DL",1.4,NA,74,NA,48,NA,NA,NA,73,NA,119,111,"Half DL",0.05,NA,NA,"<RL",0.4,"23.5","6.04","6.48","27.6",NA,NA,0.33,10.7,NA,"<RL",5,"<RL",4,NA,NA,"10",NA,NA,115,0.1089,0.035937,"1989","1989"
"WB3","WB",NA,"REG",1987,1988,10,6,11,"FALL",279,644,NA,86,84,NA,31,17,NA,5.6,4,NA,89,27,NA,2,"Half DL",1.4,NA,74,NA,52,NA,NA,NA,72,NA,118,111,"Half DL",0.05,NA,1.8,NA,0.5,"22.4","6","6.48","27.5",NA,NA,0.33,12.5,NA,"<RL",4,NA,6,NA,NA,"10",NA,NA,117,0.1089,0.035937,"1989","1989"
"EB3","EB",NA,"REG",1987,1988,10,13,11,"FALL",286,651,NA,83,81,NA,26,12,NA,4.3,3,NA,86,23,NA,1.7,"Half DL",1.4,NA,108,NA,62,NA,NA,NA,73,NA,107,99,"Half DL",0.05,NA,1.8,"<RL",0.2,"14.2","5.79","6.11","25.5",NA,NA,0.78,3.49,NA,"<RL",4,"<RL",4,NA,NA,"7",NA,NA,109,0.6084,0.474552,"1989","1989"
"WB3","WB",NA,"DUP",1987,1988,10,13,11,"FALL",286,651,NA,83,80,NA,29,15,NA,5.4,4,NA,87,25,NA,1.92,"Half DL",1.4,NA,67,NA,44,NA,NA,NA,72,NA,112,105,"Half DL",0.05,NA,NA,NA,NA,"18.7","5.96","6.38","25.5",NA,NA,0.42,NA,NA,"<RL",3,"<RL",4,NA,NA,"7.5",NA,NA,112,0.1764,0.074088,"1989","1989"
"WB3","WB",NA,"REG",1987,1988,10,13,11,"FALL",286,651,NA,86,83,NA,30,16,NA,5.9,5,NA,90,29,NA,2.01,"Half DL",1.4,NA,70,NA,49,NA,NA,NA,72,NA,113,106,NA,1,NA,1.5,"<RL",0.3,"18.600000000000001","5.95","6.34","25.5",NA,NA,0.46,6.92,NA,"<RL",3,"<RL",3,NA,NA,"7.5",NA,NA,116,0.2116,0.097336,"1989","1989"
"EB3","EB",NA,"REG",1987,1988,10,20,11,"FALL",293,658,NA,89,87,NA,28,14,NA,4.6,3,NA,90,26,NA,1.86,"Half DL",1.4,NA,79,NA,59,NA,NA,NA,74,NA,109,101,"Half DL",0.05,NA,2.4,"<RL",0.4,"22.6","6.1","6.38","25.7",NA,NA,0.42,11.7,NA,"<RL",4,"<RL",3,NA,NA,"8.5",NA,NA,117,0.1764,0.074088,"1989","1989"
"EB3","EB",NA,"REP",1987,1988,10,20,11,"FALL",293,658,NA,90,87,NA,28,13,NA,4.3,3,NA,90,26,NA,1.9,"Half DL",1.4,NA,84,NA,57,NA,NA,NA,75,NA,110,102,"Half DL",0.05,NA,NA,NA,NA,NA,"6.06","6.38","25.5",NA,NA,0.42,NA,NA,"<RL",4,"<RL",3,NA,NA,"8.5",NA,NA,118,0.1764,0.074088,"1989","1989"
"WB3","WB",NA,"DUP",1987,1988,10,20,11,"FALL",293,658,NA,85,82,NA,30,15,NA,5.9,4,NA,94,29,NA,2.36,"Half DL",1.4,NA,40,NA,40,NA,NA,NA,76,NA,109,101,"Half DL",0.05,NA,NA,"<RL",0.4,"23.8","6.16","6.45","26.6",NA,NA,0.35,12.8,NA,"<RL",3,"<RL",4,NA,NA,"8.5",NA,NA,115,0.1225,0.042875,"1989","1989"
"WB3","WB",NA,"REG",1987,1988,10,20,11,"FALL",293,658,NA,85,83,NA,30,16,NA,5.9,4,NA,94,30,NA,2.31,"Half DL",1.4,NA,46,NA,38,NA,NA,NA,75,NA,113,105,"Half DL",0.05,NA,1.5,"<RL",0.3,"22.2","6.09","6.39","26.5",NA,NA,0.41,8.64,NA,"<RL",4,"<RL",5,NA,NA,"8.5",NA,NA,115,0.1681,0.068921,"1989","1989"
